Card ID,Card Name,Expansion,Collection No.,Stage (Pokémon)/Type (Energy and Trainer),Rule,Category,Previous stage,HP,Type,Weakness,Resistance (Type),Retreat,Move Name,Cost,Damage,Effect Explanation
987,Mawile,ASC,144,Basic Pokémon,,,,90.0,{M},{R},{G},1.0,Call for Family,●,,"Search your deck for up to 2 Basic Pokémon and put them onto your Bench. Then, shuffle your deck."
987,Mawile,ASC,144,Basic Pokémon,,,,90.0,{M},{R},{G},1.0,Bite,{M}●●,90,
988,Registeel ex,ASC,145,Basic Pokémon,Pokémon ex,,,230.0,{M},{R},{G},3.0,Regi Charge,●,,Attach up to 2 Basic {M} Energy cards from your discard pile to this Pokémon.
988,Registeel ex,ASC,145,Basic Pokémon,Pokémon ex,,,230.0,{M},{R},{G},3.0,Protecting Steel,{M}●●●,140,"During your opponent’s next turn, this Pokémon takes 50 less damage from attacks (after applying Weakness and Resistance)."
989,Bronzor,SSP,126,Basic Pokémon,,,,60.0,{M},{R},{G},1.0,Shield Attack,{M}●,20,"Flip a coin. If heads, this attack does 20 more damage."
990,Togedemaru ex,ASC,149,Basic Pokémon,Pokémon ex,,,190.0,{M},{R},{G},1.0,Stun Needle,{M},20,"Flip a coin. If heads, your opponent’s Active Pokémon is now Paralyzed."
990,Togedemaru ex,ASC,149,Basic Pokémon,Pokémon ex,,,190.0,{M},{R},{G},1.0,Spiky Rolling,{M}●,80,"If this Pokémon used Spiky Rolling during your last turn, this attack does 80 more damage."
991,Melmetal,TEF,117,Stage 1 Pokémon,,,Meltan,160.0,{M},{R},{G},4.0,Hammer In,{M}{M}●,120,
991,Melmetal,TEF,117,Stage 1 Pokémon,,,Meltan,160.0,{M},{R},{G},4.0,Iron Bash,{M}{M}{M}{M}●,230,
992,Duraludon,,129,Basic Pokémon,,,,130.0,{M},{R},{G},2.0,Confront,{M}{M},50,
992,Duraludon,,129,Basic Pokémon,,,,130.0,{M},{R},{G},2.0,Duralubeam,{M}{M}{M},130,Discard 2 Energy from this Pokémon.
993,Orthworm ex,SCR,110,Basic Pokémon,Pokémon ex,,,220.0,{M},{R},{G},4.0,[Ability] Pummeling Payback,,,"If this Pokémon is damaged by an attack from your opponent’s Pokémon (even if this Pokémon is Knocked Out), place 2 damage counters on the Attacking Pokémon for each {M} Energy attached to this Pokémon."
993,Orthworm ex,SCR,110,Basic Pokémon,Pokémon ex,,,220.0,{M},{R},{G},4.0,Rock Tomb,●●●●,150,"During your opponent’s next turn, the Defending Pokémon can’t retreat."
994,Fraxure,SFA,45,Stage 1 Pokémon,,,Axew,100.0,Dragon,,,2.0,[Ability] Unnerve,,,"Whenever your opponent plays an Item or Supporter card from their hand, prevent all effects of that card done to this Pokémon."
994,Fraxure,SFA,45,Stage 1 Pokémon,,,Axew,100.0,Dragon,,,2.0,Dragon Pulse,{F}{M},80,Discard the top card of your deck.
995,Haxorus,SFA,46,Stage 2 Pokémon,,,Fraxure,170.0,Dragon,,,2.0,Bring Down the Axe,{F},,"If your opponent’s Active Pokémon has any Special Energy attached, it is Knocked Out."
995,Haxorus,SFA,46,Stage 2 Pokémon,,,Fraxure,170.0,Dragon,,,2.0,Dragon Pulse,{F}{M},230,Discard the top 3 cards of your deck.
996,Larry's Dunsparce,ASC,163,Basic Pokémon,,Trainer's Pokémon（Larry）,,70.0,{C},{F},,,Rising Lunge,●,10,"Flip a coin. If heads, this attack does 20 more damage."
997,Larry's Dudunsparce ex,ASC,164,Stage 1 Pokémon,Pokémon ex,Trainer's Pokémon（Larry）,Larry's Dunsparce,270.0,{C},{F},,3.0,Work Rush,●●●,80×,Flip a coin for each Energy attached to this Pokémon. This attack does 80 damage for each heads.
998,Slakoth,,145,Basic Pokémon,,,,60.0,{C},{F},,2.0,Take It Easy,●,,"Heal 60 damage from this Pokémon. During your next turn, this Pokémon can’t retreat."
999,Vigoroth,,146,Stage 1 Pokémon,,,Slakoth,90.0,{C},{F},,2.0,Slashing Claw,●●,50,
1000,Skitty,ASC,165,Basic Pokémon,,,,60.0,{C},{F},,1.0,Cat Kick,●,20,
1001,Delcatty,ASC,166,Stage 1 Pokémon,,,Skitty,100.0,{C},{F},,1.0,Cat Kick,●,40,
1001,Delcatty,ASC,166,Stage 1 Pokémon,,,Skitty,100.0,{C},{F},,1.0,Energy Crush,●●,40×,This attack does 40 damage for each Energy attached to all of your opponent’s Pokémon.
1002,Zangoose ex,ASC,167,Basic Pokémon,Pokémon ex,,,200.0,{C},{F},,1.0,Spike Draw,●,20,Draw 2 cards.
1002,Zangoose ex,ASC,167,Basic Pokémon,Pokémon ex,,,200.0,{C},{F},,1.0,Wild Scissors,●●●,180,This Pokémon also does 30 damage to itself.
1003,Larry's Starly,ASC,168,Basic Pokémon,,Trainer's Pokémon（Larry）,,60.0,{C},{L},{F},1.0,Minor Errand-Running,●,,"Search your deck for up to 2 Basic Energy cards, reveal them, and put them into your hand. Then, shuffle your deck."
1003,Larry's Starly,ASC,168,Basic Pokémon,,Trainer's Pokémon（Larry）,,60.0,{C},{L},{F},1.0,Glide,●,10,
1004,Larry's Staravia,ASC,169,Stage 1 Pokémon,,Trainer's Pokémon（Larry）,Larry's Starly,90.0,{C},{L},{F},1.0,Flap,●,20,
1004,Larry's Staravia,ASC,169,Stage 1 Pokémon,,Trainer's Pokémon（Larry）,Larry's Starly,90.0,{C},{L},{F},1.0,Razor Wing,●●,50,
1005,Larry's Staraptor,ASC,170,Stage 2 Pokémon,,Trainer's Pokémon（Larry）,Larry's Staravia,150.0,{C},{L},{F},1.0,Facade,●,60,"If this Pokémon is Burned or Poisoned, this attack does 100 more damage."
1005,Larry's Staraptor,ASC,170,Stage 2 Pokémon,,Trainer's Pokémon（Larry）,Larry's Staravia,150.0,{C},{L},{F},1.0,Feathery Strike,●●●,150,"Discard 2 Energy from this Pokémon, and this attack also does 50 damage to 1 of your opponent’s Benched Pokémon. (Don’t apply Weakness and Resistance for Benched Pokémon.)"
1006,Mega Audino ex,ASC,172,Basic Pokémon,Mega Pokémon ex,,,270.0,{C},{F},,1.0,Kaleidowaltz,●,,"Flip 3 coins. For each heads, search your deck for up to 2 Basic Energy cards and attach them to your Pokémon in any way you like. Then, shuffle your deck."
1006,Mega Audino ex,ASC,172,Basic Pokémon,Mega Pokémon ex,,,270.0,{C},{F},,1.0,Ear Force,●●●,20,This attack does 80 more damage for each Energy attached to your opponent’s Active Pokémon.
1007,Larry's Rufflet,ASC,173,Basic Pokémon,,Trainer's Pokémon（Larry）,,70.0,{C},{L},{F},1.0,Peck the Wound,●●,20,"If your opponent’s Active Pokémon already has any damage counters on it, this attack does 80 more damage."
1008,Larry's Braviary,ASC,174,Stage 1 Pokémon,,Trainer's Pokémon（Larry）,Larry's Rufflet,130.0,{C},{L},{F},1.0,Clutch,●●,50,"During your opponent’s next turn, the Defending Pokémon can’t retreat."
1008,Larry's Braviary,ASC,174,Stage 1 Pokémon,,Trainer's Pokémon（Larry）,Larry's Rufflet,130.0,{C},{L},{F},1.0,Brave Bird,●●●,120,This Pokémon also does 30 damage to itself.
1009,Larry's Komala,ASC,175,Basic Pokémon,,Trainer's Pokémon（Larry）,,90.0,{C},{F},,2.0,[Ability] Lethargic Charge,,,"Once during your turn, if this Pokémon is on your Bench, you may use this Ability. Attach an Energy card from your hand to your Active Larry’s Pokémon."
1009,Larry's Komala,ASC,175,Basic Pokémon,,Trainer's Pokémon（Larry）,,90.0,{C},{F},,2.0,Dozing Draw,●,,This Pokémon is now Asleep. Draw 2 cards.
1010,Drampa,ASC,176,Basic Pokémon,,,,130.0,{C},{F},,2.0,Gentle Slap,●●,50,
1010,Drampa,ASC,176,Basic Pokémon,,,,130.0,{C},{F},,2.0,Dragon Strike,●●●,120,"During your next turn, this Pokémon can’t use Dragon Strike."
1011,Spinarak,POR,1,Basic Pokémon,,,,60.0,{G},{R},,1.0,Gooey Thread,{G},10,"During your opponent’s next turn, the Defending Pokémon can’t retreat."
1012,Ariados,POR,2,Stage 1 Pokémon,,,Spinarak,110.0,{G},{R},,1.0,Poison Ring,{G},50,"Your opponent’s Active Pokémon is now Poisoned. During your opponent’s next turn, that Pokémon can’t retreat."
1013,Shaymin,POR,3,Basic Pokémon,,,,70.0,{G},{R},,,Send Flowers,{G},,"Search your deck for an Energy card and attach it to 1 of your Benched {G} Pokémon. Then, shuffle your deck."
1013,Shaymin,POR,3,Basic Pokémon,,,,70.0,{G},{R},,,Leaf Step,{G},30,
1014,Snivy,POR,4,Basic Pokémon,,,,70.0,{G},{R},,1.0,Reckless Charge,{G},30,This Pokémon also does 10 damage to itself.
1015,Servine,POR,5,Stage 1 Pokémon,,,Snivy,100.0,{G},{R},,1.0,Solar Cutter,{G},40,
1016,Serperior,POR,6,Stage 2 Pokémon,,,Servine,160.0,{G},{R},,2.0,Regal Command,{G},20×,This attack does 20 damage for each of your Pokémon in play.
1016,Serperior,POR,6,Stage 2 Pokémon,,,Servine,160.0,{G},{R},,2.0,Solar Coiling,{G}{G}{G},100,"If Rosa’s Encouragement is in your discard pile, this attack does 150 more damage."
1017,Scatterbug,POR,7,Basic Pokémon,,,,40.0,{G},{R},,1.0,Gnaw,{G},20,
1018,Spewpa,POR,8,Stage 1 Pokémon,,,Scatterbug,80.0,{G},{R},,3.0,Hide,{G},,"Flip a coin. If heads, during your opponent’s next turn, prevent all damage from and effects of attacks done to this Pokémon."
1019,Vivillon,POR,9,Stage 2 Pokémon,,,Spewpa,120.0,{G},{R},,1.0,[Ability] Grand Wing,,,"Once during your turn, you may use this Ability. Your opponent shuffles their hand and puts it on the bottom of their deck. If they put any cards on the bottom of their deck in this way, they draw 4 cards."
1019,Vivillon,POR,9,Stage 2 Pokémon,,,Spewpa,120.0,{G},{R},,1.0,Blow Through,{G},60,"If a Stadium is in play, this attack does 60 more damage."
1020,Rowlet,POR,10,Basic Pokémon,,,,80.0,{G},{R},,2.0,Find a Friend,{G},,"Search your deck for a Pokémon, reveal it, and put it into your hand. Then, shuffle your deck."
1020,Rowlet,POR,10,Basic Pokémon,,,,80.0,{G},{R},,2.0,Tackle,●●●,30,
1021,Dartrix,POR,11,Stage 1 Pokémon,,,Rowlet,100.0,{G},{R},,2.0,Leafage,{G},20,
1021,Dartrix,POR,11,Stage 1 Pokémon,,,Rowlet,100.0,{G},{R},,2.0,Feather Shot,●●●,,"Discard all Energy from this Pokémon, and this attack does 90 damage to 1 of your opponent’s Pokémon. (Don’t apply Weakness and Resistance for Benched Pokémon.)"
1022,Decidueye ex,POR,12,Stage 2 Pokémon,Pokémon ex,,Dartrix,320.0,{G},{R},,2.0,[Ability] Sniper’s Eye,,,"If your opponent has exactly 4 cards in their hand, ignore all {C} Energy in the costs of attacks used by this Pokémon."
1022,Decidueye ex,POR,12,Stage 2 Pokémon,Pokémon ex,,Dartrix,320.0,{G},{R},,2.0,Crushing Arrow,{G}●●●,240,Discard an Energy from your opponent’s Active Pokémon.
1023,Fletchinder,POR,13,Stage 1 Pokémon,,,Fletchling,90.0,{R},{L},{F},1.0,Flare,{R}{R},60,
1024,Talonflame,POR,14,Stage 2 Pokémon,,,Fletchinder,150.0,{R},{L},{F},1.0,[Ability] Sky Hunt,,,"Once during your turn, you may use this Ability. Flip a coin. If heads, discard a random card from your opponent’s hand."
1024,Talonflame,POR,14,Stage 2 Pokémon,,,Fletchinder,150.0,{R},{L},{F},1.0,Fire Wing,{R}{R},110,
1025,Salandit,POR,15,Basic Pokémon,,,,70.0,{R},{W},,1.0,Fire Claws,{R},20,
1026,Salazzle ex,POR,16,Stage 1 Pokémon,Pokémon ex,,Salandit,260.0,{R},{W},,1.0,Nasty Plot,{R},,"Search your deck for up to 2 cards and put them into your hand. Then, shuffle your deck."
1026,Salazzle ex,POR,16,Stage 1 Pokémon,Pokémon ex,,Salandit,260.0,{R},{W},,1.0,Dire Nails,{R}{R},100,Your opponent’s Active Pokémon is now Burned and Poisoned. Switch this Pokémon with 1 of your Benched Pokémon.
1027,Turtonator,POR,17,Basic Pokémon,,,,120.0,{R},{W},,2.0,[Ability] Shell Spikes,,,"If this Pokémon is in the Active Spot and is damaged by an attack from your opponent’s Pokémon (even if this Pokémon is Knocked Out), discard an Energy from the Attacking Pokémon."
1027,Turtonator,POR,17,Basic Pokémon,,,,120.0,{R},{W},,2.0,Heat Breath,{R}{R}●,80,"Flip a coin. If heads, this attack does 80 more damage."
1028,Seel,POR,18,Basic Pokémon,,,,80.0,{W},{L},,2.0,Rain Splash,{W},10,
1028,Seel,POR,18,Basic Pokémon,,,,80.0,{W},{L},,2.0,Wave Splash,{W}{W},30,
1029,Dewgong,POR,19,Stage 1 Pokémon,,,Seel,130.0,{W},{L},,2.0,[Ability] Wash Out,,,"As often as you like during your turn, you may use this Ability. Move a {W} Energy from 1 of your Benched Pokémon to your Active Pokémon."
1029,Dewgong,POR,19,Stage 1 Pokémon,,,Seel,130.0,{W},{L},,2.0,Wave Splash,{W}{W},60,
1030,Staryu,POR,20,Basic Pokémon,,,,70.0,{W},{L},,1.0,Water Gun,{W},20,
1031,Mega Starmie ex,POR,21,Stage 1 Pokémon,Mega Pokémon ex,,Staryu,330.0,{W},{L},,2.0,Jetting Blow,{W},120,This attack also does 50 damage to 1 of your opponent’s Benched Pokémon. (Don’t apply Weakness and Resistance for Benched Pokémon.)
1031,Mega Starmie ex,POR,21,Stage 1 Pokémon,Mega Pokémon ex,,Staryu,330.0,{W},{L},,2.0,Nebula Beam,●●●,210,"This attack’s damage isn’t affected by Weakness or Resistance, or by any effects on your opponent’s Active Pokémon."
1032,Amaura,POR,23,Stage 1 Pokémon,,,Antique Sail Fossil,100.0,{W},{M},,3.0,Icy Wind,{W}●,50,Your opponent’s Active Pokémon is now Asleep.
1033,Aurorus,POR,24,Stage 2 Pokémon,,,Amaura,170.0,{W},{M},,3.0,[Ability] Tundra Wall,,,All of your Pokémon that have any {W} Energy attached take 50 less damage from attacks from your opponent’s Pokémon (after applying Weakness and Resistance). The effect of Tundra Wall doesn’t stack.
1033,Aurorus,POR,24,Stage 2 Pokémon,,,Amaura,170.0,{W},{M},,3.0,Freezing Chill,{W}{W}●,150,"During your opponent’s next turn, the Defending Pokémon can’t use attacks."
1034,Volcanion,POR,25,Basic Pokémon,,,,130.0,{W},{L},,3.0,Strength,{W}●,50,
1034,Volcanion,POR,25,Basic Pokémon,,,,130.0,{W},{L},,3.0,Powerful Steam,{W}{W}●,90×,Flip a coin for each {W} Energy attached to this Pokémon. This attack does 90 damage for each heads.
1035,Shinx,POR,26,Basic Pokémon,,,,70.0,{L},{F},,1.0,Double Scratch,{L},10×,Flip 2 coins. This attack does 10 damage for each heads.
1036,Luxio,POR,27,Stage 1 Pokémon,,,Shinx,90.0,{L},{F},,1.0,[Ability] Fighting Roar,,,"If your opponent’s Active Pokémon is a Pokémon {ex}, this Pokémon can evolve during your first turn or the turn you play it."
1036,Luxio,POR,27,Stage 1 Pokémon,,,Shinx,90.0,{L},{F},,1.0,Static Shock,{L}●,40,
1037,Luxray,POR,28,Stage 2 Pokémon,,,Luxio,150.0,{L},{F},,,Incessant Onslaught,{L}●,70×,This attack does 70 damage for each Prize card you have taken.
1037,Luxray,POR,28,Stage 2 Pokémon,,,Luxio,150.0,{L},{F},,,Strong Volt,{L}●●,200,Discard 2 Energy from this Pokémon.
1038,Dedenne,POR,29,Basic Pokémon,,,,70.0,{L},{F},,1.0,Tail Generator,{L},,Choose Basic {L} Energy cards from your discard pile up to the amount of Energy attached to all of your opponent’s Pokémon and attach them to your {L} Pokémon in any way you like.
1038,Dedenne,POR,29,Basic Pokémon,,,,70.0,{L},{F},,1.0,Thunder Shock,{L}●,30,"Flip a coin. If heads, your opponent’s Active Pokémon is now Paralyzed."
1039,Clefairy,POR,30,Basic Pokémon,,,,70.0,{P},{M},,1.0,Follow Me,{P},,Switch in 1 of your opponent’s Benched Pokémon to the Active Spot.
1039,Clefairy,POR,30,Basic Pokémon,,,,70.0,{P},{M},,1.0,Flop,{P}{P},30,
1040,Mega Clefable ex,POR,31,Stage 1 Pokémon,Mega Pokémon ex,,Clefairy,320.0,{P},{M},,1.0,[Ability] Luminous Wing,,,Prevent all effects of your opponent’s Pokémon’s Abilities done to this Pokémon.
1040,Mega Clefable ex,POR,31,Stage 1 Pokémon,Mega Pokémon ex,,Clefairy,320.0,{P},{M},,1.0,Shooting Moons,{P}{P},120,"You may discard up to 4 Energy cards from your hand, and this attack does 40 more damage for each card you discarded in this way."
1041,Mawile,POR,32,Basic Pokémon,,,,110.0,{P},{M},,2.0,Double Eater,{P}●,60×,"Discard up to 2 Energy cards from your hand, and this attack does 60 damage for each card you discarded in this way."
1042,Espurr,POR,33,Basic Pokémon,,,,60.0,{P},{D},{F},1.0,Nap,●,,Heal 20 damage from this Pokémon.
1042,Espurr,POR,33,Basic Pokémon,,,,60.0,{P},{D},{F},1.0,Stampede,{P},10,
1043,Meowstic,POR,34,Stage 1 Pokémon,,,Espurr,100.0,{P},{D},{F},1.0,Perplex,{P},,Your opponent’s Active Pokémon is now Confused.
1043,Meowstic,POR,34,Stage 1 Pokémon,,,Espurr,100.0,{P},{D},{F},1.0,Psychic,{P},30,This attack does 30 more damage for each Energy attached to your opponent’s Active Pokémon.
1044,Spritzee,POR,35,Basic Pokémon,,,,70.0,{P},{M},,1.0,Sweet Scent,●,,Heal 30 damage from 1 of your Pokémon.
1044,Spritzee,POR,35,Basic Pokémon,,,,70.0,{P},{M},,1.0,Ram,{P},10,
1045,Aromatisse,POR,36,Stage 1 Pokémon,,,Spritzee,120.0,{P},{M},,1.0,[Ability] Scent Collection,,,"Once during your turn, you may use this Ability. Search your deck for up to 2 Basic {P} Energy cards, reveal them, and put them into your hand. Then, shuffle your deck."
1045,Aromatisse,POR,36,Stage 1 Pokémon,,,Spritzee,120.0,{P},{M},,1.0,Draining Kiss,{P}●,50,Heal 30 damage from this Pokémon.
1046,Nosepass,POR,37,Basic Pokémon,,,,90.0,{F},{G},,3.0,Rolling Rocks,{F}{F},40,
1047,Probopass,POR,38,Stage 1 Pokémon,,,Nosepass,140.0,{F},{G},,3.0,Rolling Rocks,{F}{F},60,
1047,Probopass,POR,38,Stage 1 Pokémon,,,Nosepass,140.0,{F},{G},,3.0,Obliterating Nose,{F}{F}{F}●,260,Discard 3 Energy from this Pokémon.
1048,Hippopotas,POR,39,Basic Pokémon,,,,100.0,{F},{G},,4.0,Sand Attack,{F},10,"During your opponent’s next turn, if the Defending Pokémon tries to use an attack, your opponent flips a coin. If tails, that attack doesn’t happen."
1048,Hippopotas,POR,39,Basic Pokémon,,,,100.0,{F},{G},,4.0,Bite,{F}●●,60,
1049,Hippowdon,POR,40,Stage 1 Pokémon,,,Hippopotas,150.0,{F},{G},,4.0,Twister Spewing,{F}{F}●,80,"If you played Tarragon from your hand during this turn, discard the top 3 cards of your opponent’s deck."
1049,Hippowdon,POR,40,Stage 1 Pokémon,,,Hippopotas,150.0,{F},{G},,4.0,Heavy Impact,{F}{F}●●,130,
1050,Landorus,POR,41,Basic Pokémon,,,,120.0,{F},{G},,1.0,Rock Tumble,{F}{F},50,This attack’s damage isn’t affected by Resistance.
1050,Landorus,POR,41,Basic Pokémon,,,,120.0,{F},{G},,1.0,Screw Knuckle,{F}{F}●,120,Put an Energy attached to this Pokémon into your hand.
1051,Binacle,POR,42,Basic Pokémon,,,,80.0,{F},{G},,2.0,Double Draw,{F},,Draw 2 cards.
1051,Binacle,POR,42,Basic Pokémon,,,,80.0,{F},{G},,2.0,Scratch,{F}{F},30,
1052,Barbaracle,POR,43,Stage 1 Pokémon,,,Binacle,130.0,{F},{G},,2.0,[Ability] Stone Arms,,,"Once during your turn, you may use this Ability. Attach a Basic {F} Energy card from your hand to 1 of your {F} Pokémon."
1052,Barbaracle,POR,43,Stage 1 Pokémon,,,Binacle,130.0,{F},{G},,2.0,Hammer In,{F}{F}●,80,
1053,Tyrunt,POR,44,Stage 1 Pokémon,,,Antique Jaw Fossil,100.0,{F},{G},,3.0,Get Angry,{F}●,20×,This attack does 20 damage for each damage counter on this Pokémon.
1054,Tyrantrum,POR,45,Stage 2 Pokémon,,,Tyrunt,180.0,{F},{G},,3.0,[Ability] Tyrannically Gutsy,,,"If this Pokémon has any Special Energy attached, it gets +150 HP."
1054,Tyrantrum,POR,45,Stage 2 Pokémon,,,Tyrunt,180.0,{F},{G},,3.0,Wreak Havoc,{F}●,160,"Flip a coin until you get tails. For each heads, discard the top card of your opponent’s deck."
1055,Hawlucha,POR,46,Basic Pokémon,,,,70.0,{F},{P},,,Vengeful Kick,{F},30,"If your Benched Pokémon have any damage counters on them, this attack does 60 more damage."
1056,Mega Zygarde ex,POR,47,Basic Pokémon,Mega Pokémon ex,,,310.0,{F},{G},,2.0,Gaia Wave,{F}{F}{F},200,"During your opponent’s next turn, this Pokémon takes 30 less damage from attacks (after applying Weakness and Resistance)."
1056,Mega Zygarde ex,POR,47,Basic Pokémon,Mega Pokémon ex,,,310.0,{F},{G},,2.0,Nullifying Zero,{F}{F}{F}{F}{F},,"For each of your opponent’s Pokémon, flip a coin. If heads, this attack does 150 damage to that Pokémon. (Don’t apply Weakness and Resistance for Benched Pokémon.)"
1057,Gastly,POR,48,Basic Pokémon,,,,70.0,{D},{F},,1.0,Surprise Attack,{D},30,"Flip a coin. If tails, this attack does nothing."
1058,Haunter,POR,49,Stage 1 Pokémon,,,Gastly,100.0,{D},{F},,1.0,Haunt,{D},,Place 3 damage counters on your opponent’s Active Pokémon.
1059,Gengar,POR,50,Stage 2 Pokémon,,,Haunter,130.0,{D},{F},,1.0,[Ability] Infinite Shadow,,,"If this Pokémon is Knocked Out by damage from an attack from your opponent’s Pokémon, put it into your hand instead of the discard pile. (Discard all attached cards.)"
1059,Gengar,POR,50,Stage 2 Pokémon,,,Haunter,130.0,{D},{F},,1.0,Mind Jack,{D},10,This attack does 30 more damage for each of your opponent’s Benched Pokémon.
1060,Skorupi,POR,51,Basic Pokémon,,,,80.0,{D},{F},,2.0,Poison Jab,{D}{D},20,Your opponent’s Active Pokémon is now Poisoned.
1061,Drapion,POR,52,Stage 1 Pokémon,,,Skorupi,140.0,{D},{F},,3.0,Wrack Down,{D}{D},60,
1061,Drapion,POR,52,Stage 1 Pokémon,,,Skorupi,140.0,{D},{F},,3.0,Hazardous Tail,{D}{D}{D},100,This Pokémon also does 70 damage to itself. Your opponent’s Active Pokémon is now Paralyzed and Poisoned.
1062,Yveltal ex,POR,53,Basic Pokémon,Pokémon ex,,,210.0,{D},{L},{F},1.0,Soul Destroyer,{D}{D}●,,Knock Out each of your opponent’s Pokémon that has 50 HP or less remaining.
1062,Yveltal ex,POR,53,Basic Pokémon,Pokémon ex,,,210.0,{D},{L},{F},1.0,Dark Strike,{D}{D}●,210,"During your next turn, this Pokémon can’t use Dark Strike."
1063,Chien-Pao,POR,54,Basic Pokémon,,,,120.0,{D},{G},,1.0,Strafe,{D},20,You may switch this Pokémon with 1 of your Benched Pokémon.
1063,Chien-Pao,POR,54,Basic Pokémon,,,,120.0,{D},{G},,1.0,Rising Blade,{D}{D}●,80,"If your opponent’s Active Pokémon is a Pokémon {ex}, this attack does 80 more damage."
1064,Mega Skarmory ex,POR,55,Basic Pokémon,Mega Pokémon ex,,,260.0,{M},{L},{F},,Sonic Ripper,{M}{M}●,,"Shuffle all Energy attached to this Pokémon into your deck, and this attack does 220 damage to 1 of your opponent’s Pokémon. (Don’t apply Weakness and Resistance for Benched Pokémon.)"
1065,Honedge,POR,56,Basic Pokémon,,,,70.0,{M},{R},{G},2.0,Cut,●,10,
1066,Doublade,POR,57,Stage 1 Pokémon,,,Honedge,100.0,{M},{R},{G},2.0,Weaponized Swords,●●,60×,"Reveal any number of Honedge, Doublade, and Aegislash from your hand, and this attack does 60 damage for each card you revealed in this way."
1067,Aegislash,POR,58,Stage 2 Pokémon,,,Doublade,150.0,{M},{R},{G},3.0,Slash,●●●,80,
1067,Aegislash,POR,58,Stage 2 Pokémon,,,Doublade,150.0,{M},{R},{G},3.0,Metal Slash,{M}●●●,230,"During your next turn, this Pokémon can’t use attacks."
1068,Klefki,POR,59,Basic Pokémon,,,,70.0,{M},{R},{G},1.0,Memory Lock,{M},30,"Choose 1 of your opponent’s Active Pokémon’s attacks. During your opponent’s next turn, that Pokémon can’t use that attack."
1069,Rattata,POR,60,Basic Pokémon,,,,40.0,{C},{F},,1.0,Take Down,●,30,This Pokémon also does 10 damage to itself.
1070,Raticate,POR,61,Stage 1 Pokémon,,,Rattata,90.0,{C},{F},,1.0,Scrape Off,●,20,"Before doing damage, discard all Pokémon Tools from your opponent’s Active Pokémon."
1070,Raticate,POR,61,Stage 1 Pokémon,,,Rattata,90.0,{C},{F},,1.0,Retaliatory Incisors,●,40×,This attack does 40 damage for each damage counter on all of your Benched Rattata.
1071,Meowth ex,POR,62,Basic Pokémon,Pokémon ex,,,170.0,{C},{F},,1.0,[Ability] Last-Ditch Catch,,,"Once during your turn, when you play this Pokémon from your hand onto your Bench, you may use this Ability. Search your deck for a Supporter card, reveal it, and put it into your hand. Then, shuffle your deck. You can’t use more than 1 Ability that has “Last-Ditch” in its name each turn."
1071,Meowth ex,POR,62,Basic Pokémon,Pokémon ex,,,170.0,{C},{F},,1.0,Tuck Tail,●●●,60,Put this Pokémon and all attached cards into your hand.
1072,Snorlax,POR,63,Basic Pokémon,,,,160.0,{C},{F},,4.0,Gormandizer,●,,"Flip a coin until you get tails. Search your deck for an amount of Basic Energy up to the number of heads and attach it to this Pokémon. Then, shuffle your deck."
1072,Snorlax,POR,63,Basic Pokémon,,,,160.0,{C},{F},,4.0,Collapse,●●●●,160,This Pokémon is now Asleep.
1073,Bunnelby,POR,64,Basic Pokémon,,,,70.0,{C},{F},,1.0,Smash Kick,●,10,
1074,Diggersby,POR,65,Stage 1 Pokémon,,,Bunnelby,150.0,{C},{F},,4.0,Earthquake,●,140,This attack also does 30 damage to each of your Benched Pokémon. (Don’t apply Weakness and Resistance for Benched Pokémon.)
1074,Diggersby,POR,65,Stage 1 Pokémon,,,Bunnelby,150.0,{C},{F},,4.0,Whap Down,●●●,100,
1075,Fletchling,POR,66,Basic Pokémon,,,,60.0,{C},{L},{F},1.0,Chirp,●,,"Search your deck for up to 2 Pokémon with {F} Resistance, reveal them, and put them into your hand. Then, shuffle your deck."
1075,Fletchling,POR,66,Basic Pokémon,,,,60.0,{C},{L},{F},1.0,Peck,●●,20,
1076,Furfrou,POR,67,Basic Pokémon,,,,90.0,{C},{F},,1.0,Hand Trim,●,,Discard random cards from your opponent’s hand until they have 5 cards in their hand.
1076,Furfrou,POR,67,Basic Pokémon,,,,90.0,{C},{F},,1.0,Headbutt,●,30,
1077,Roto-Stick,PRE,127,Item,,,,,,,,,,,,Look at the top 4 cards of your deck. You may reveal any number of Supporter cards you find there and put them into your hand. Shuffle the other cards back into your deck.
1078,Hole-Digging Shovel,POR,74,Item,,,,,,,,,,,,Discard the top 2 cards of your deck.
1079,Rare Candy,SVI,191,Item,,,,,,,,,,,,"Choose 1 of your Basic Pokémon in play. If you have a Stage 2 card in your hand that evolves from that Pokémon, put that card onto the Basic Pokémon to evolve it, skipping the Stage 1. You can’t use this card during your first turn or on a Basic Pokémon that was put into play this turn."
1080,Unfair Stamp,TWM,165,Item,ACE SPEC,,,,,,,,,,,"You can use this card only if any of your Pokémon were Knocked Out during your opponent’s last turn.

Each player shuffles their hand into their deck. Then, you draw 5 cards, and your opponent draws 2 cards."
1081,Enhanced Hammer,TWM,148,Item,,,,,,,,,,,,Discard a Special Energy from 1 of your opponent’s Pokémon.
1082,Hyper Aroma,TWM,152,Item,ACE SPEC,,,,,,,,,,,"Search your deck for up to 3 Stage 1 Pokémon, reveal them, and put them into your hand. Then, shuffle your deck."
